상권_코드_명,상권별_매출액_평균,상권별_매출건수_평균,프랜차이즈_점포_수,식료품_지출_총금액,교통_지출_총금액,점포_수,개업_점포_수,폐업_점포_수,시군구_명,시간대_아침점심_생활인구_수,시간대_오후저녁_생활인구_수,시간대_밤새벽_생활인구_수
금호사거리,126800372.6,3553.866666666667,3,65297366.0,31830503.0,56,6,0,성동구,1289,1492,1037
금호삼성래미안아파트,316476099.02469134,7501.296296296296,13,57726819.0,33847604.0,132,15,3,성동구,6355,6547,6673
답십리역 6번,60476919.5,3649.25,2,274529411.0,104607308.0,41,1,0,성동구,8150,7372,9768
대현산장미원,61372692.25,6844.0,1,199898429.0,123949615.0,11,1,0,성동구,5857,4885,9026
뚝섬역교차로,624237844.1612903,28891.67741935484,7,116710309.0,67483278.0,137,20,1,성동구,7918,7840,6202
마장역 2번,337220439.6372549,16705.57843137255,18,139205393.0,98843190.0,203,13,4,성동구,5551,5388,4732
마장역 3번,342999397.8703704,12869.444444444443,6,307834019.0,161622031.0,143,7,1,성동구,15114,13055,16627
마장지하차도,89000933.37931034,1523.6896551724135,1,37664354.0,21930944.0,71,4,0,성동구,2473,2472,2003
사근동살곶이상점가,189689443.38202247,19371.123595505615,14,571600956.0,238957653.0,110,9,2,성동구,15357,10580,19332
상왕십리역 3번,239995708.64646465,7422.161616161616,8,233026905.0,158056850.0,193,21,3,성동구,14513,13944,14897
상왕십리역 6번,155980383.09615386,9686.173076923076,9,287452225.0,155779852.0,88,13,3,성동구,12300,12058,14431
서울교통공사,160216442.05,4694.55,4,147814080.0,76836949.0,88,2,1,성동구,6524,5106,7927
서울숲역 1번,71165347.25,5649.4,3,115988558.0,58520334.0,32,6,0,성동구,13707,13992,10795
서울숲카페거리,208814297.3846154,17245.30769230769,1,170267340.0,82057737.0,123,36,1,성동구,8113,7914,7206
성동구립금호도서관,122981652.04166669,12691.291666666666,1,0.0,0.0,21,4,0,성동구,1992,2102,2193
성동구보건소,68302354.90196079,2061.372549019608,2,155503222.0,78916179.0,82,7,2,성동구,4840,3962,5002
성동세무서,224497564.8448276,8856.793103448275,4,132172625.0,66697778.0,131,6,1,성동구,2532,2132,1950
성수119안전센터,205192114.5,15532.776119402984,12,811181893.0,467417656.0,276,27,5,성동구,22330,20370,25590
성수1가1동주민센터,249377829.3333333,17668.54761904762,6,37603053.0,25327403.0,95,19,2,성동구,4420,3321,4138
성수2가3동주민센터,105988828.55263156,5975.921052631579,3,260369231.0,157152081.0,100,22,1,성동구,11836,9746,10151
성수동카페거리,1704765751.9894736,34202.673684210524,20,426202454.0,257510548.0,427,70,12,성동구,18310,18186,9916
성수초등학교,1761761124.6218488,67107.20168067227,42,368158497.0,249293723.0,518,63,11,성동구,32889,27065,23708
성원어린이공원,291191585.4166667,7185.791666666667,8,150144494.0,81483488.0,94,32,2,성동구,5091,4079,6169
성원중학교,361971267.72316384,20888.954802259886,24,1137125144.0,631688625.0,468,36,10,성동구,21246,18183,26563
송정체육공원,127935398.89361702,10690.8085106383,7,402737367.0,178164619.0,134,17,4,성동구,25547,19642,31186
신금호역 4번,106354171.66666669,5459.549019607844,6,532593491.0,308583964.0,82,7,1,성동구,21763,17108,32003
옥수동우편취급국,480519610.8888889,28742.83333333333,3,44757342.0,35476694.0,40,3,0,성동구,2204,1901,2840
옥수역 6번,384324732.4444444,17504.529914529914,27,62013412.0,42051707.0,171,19,3,성동구,12649,13975,9197
옥수터널,33492383.21052632,2004.0,4,51591344.0,31981931.0,27,3,0,성동구,3165,2960,3482
옥정중학교,543227334.8125,5011.71875,3,105300960.0,67663657.0,41,4,1,성동구,3213,3226,2521
왕십리역 9번,294456403.9411765,12093.088235294115,22,152805535.0,75399067.0,151,12,3,성동구,13037,12336,14101
왕십리파출소,218904758.0,6027.311111111111,5,84292237.0,51658245.0,65,4,1,성동구,6092,5659,7090
응봉산,87613644.93650794,4977.507936507936,5,217128313.0,126112859.0,52,5,0,성동구,4190,3323,4232
청계천박물관,97000729.76470588,4189.176470588235,1,295382668.0,158474690.0,178,13,2,성동구,6694,5032,6944
한양대역 4번,198751306.70454547,22220.0,8,95104416.0,37414010.0,49,3,1,성동구,2806,2148,3510
행당역 2번,178095494.19642857,9656.75,20,496447707.0,258139735.0,102,15,2,성동구,11979,9579,16014
경춘선숲길 우측,354522287.9520548,18685.054794520547,41,432421971.0,272969621.0,286,33,7,노원구,25090,23739,32586
계상초등학교,167809337.32456142,7534.842105263157,14,580125864.0,319832383.0,195,19,5,노원구,12102,13640,11291
공릉동 국수거리,340591224.1276596,15647.418439716312,23,856384569.0,595361481.0,402,44,11,노원구,48405,44260,58087
공릉역 2번,59014375.24705882,4472.976470588235,10,464240701.0,280895513.0,169,22,4,노원구,28967,24023,43043
광운대역 1번,183127174.5614035,14599.464912280702,26,182451875.0,107736067.0,157,16,3,노원구,13105,11963,14332
광운대학교 남단,55871424.20689655,3650.1724137931033,8,198062886.0,95080469.0,70,5,1,노원구,12169,9835,11368
노원 을지대학교병원,63058463.016393445,6083.524590163935,10,66825121.0,41531124.0,33,2,0,노원구,2513,2374,2189
노원역 9번,140349696.02222222,5553.466666666666,6,99078085.0,56421345.0,101,6,1,노원구,13084,13698,13768
노원초등학교,343470643.7295082,19452.88524590164,15,304230300.0,201014916.0,163,13,5,노원구,14356,15316,14592
당고개역 2번,80563782.46052632,3715.0394736842095,4,264605810.0,142464497.0,142,9,2,노원구,15513,16372,14533
당고개역 5번,126258995.11290322,8218.09677419355,4,583480847.0,395389203.0,97,3,2,노원구,15457,12459,22832
대진고등학교,158486287.3116883,10248.311688311687,12,335961067.0,227243771.0,107,11,2,노원구,6154,5150,5989
상계2동주민센터,156935278.752809,10940.41573033708,18,471151869.0,255444080.0,219,32,6,노원구,36160,34718,43193
상계3동4동주민센터,59853885.875,5113.5,1,331343780.0,216134514.0,50,5,0,노원구,3563,3411,4203
상계5동주민센터,241816810.991453,9181.649572649572,17,1257684366.0,652362340.0,384,35,6,노원구,60843,50410,89247
상계역,544713937.7342657,29161.524475524475,39,185454104.0,138416582.0,337,55,12,노원구,11529,14831,9850
상계제일중학교,224193349.17045453,9278.704545454546,9,153892111.0,87134847.0,58,4,0,노원구,6400,5586,9159
상계초등학교,340350904.74,14405.0,19,364956994.0,232351636.0,215,26,6,노원구,44773,38307,55175
서울과학기술대,163428306.375,14459.55357142857,18,48277957.0,35208792.0,67,8,2,노원구,1408,1143,1861
석계역 1번,443351633.77165353,22127.12598425197,29,152293466.0,74071245.0,204,25,6,노원구,6460,7418,6792
석계역 2번,335099644.7816092,25853.98850574713,14,61831225.0,37370274.0,125,16,3,노원구,4897,5423,5121
수락산디자인거리,401668922.5524476,22476.18181818182,41,429386160.0,257528232.0,293,36,10,노원구,14660,14219,15521
수락산역 4번,417706710.4137931,24603.2183908046,57,658908695.0,383982458.0,427,45,13,노원구,36808,34737,45204
영신여고,185495203.5128205,15485.350427350428,20,301330980.0,215930822.0,154,24,4,노원구,11386,10038,12202
월계역 3번,59100043.77142857,7457.542857142857,6,189484192.0,108406296.0,36,6,0,노원구,7675,4819,13502
장석교회,53919262.64285714,4894.642857142857,1,93198129.0,65666957.0,26,3,0,노원구,6485,5522,8792
중계초등학교,250750726.27722773,12822.158415841584,13,56413265.0,40914471.0,100,8,1,노원구,2382,2709,1933
태릉입구역 4번,44009614.34426229,2753.377049180328,6,260549761.0,178055287.0,84,12,1,노원구,10953,9565,13728
화랑대철도공원,89873606.81666666,9364.216666666667,7,34932701.0,20950379.0,38,4,0,노원구,1367,1129,1183
경향신문사,433938469.8,28830.816666666666,20,26113277.0,21828081.0,72,8,2,중구,3443,2784,948
관성묘,177850057.625,3147.75,0,39464666.0,28796053.0,31,0,0,중구,2904,2542,1789
남산골공원옆,176835150.57142857,10496.42857142857,6,300614799.0,216454258.0,67,6,1,중구,6225,5675,3983
남산케이블카,630761383.3513514,21453.486486486487,4,164215379.0,100564848.0,133,7,3,중구,4188,3310,3169
다산성곽길,106662462.66666669,1617.7777777777778,0,333559837.0,191690418.0,50,4,0,중구,10556,8435,12293
동대문역사문화공원역 5번,268090528.11940297,8644.955223880597,3,103353623.0,51400081.0,106,10,2,중구,9325,7038,9153
버티고개,33986590.75,208.25,0,542877422.0,383064569.0,34,4,1,중구,14728,9608,22085
신당역 3번,231028085.5949367,11339.037974683544,11,632466002.0,376388083.0,328,29,6,중구,31593,30422,37178
약수역 7번,155178512.55,8308.3,7,200312818.0,141205113.0,67,17,1,중구,8352,8447,8594
장충단 고개,433134745.57894737,12268.473684210529,13,262909804.0,187849572.0,120,10,2,중구,18774,18030,16151
장충동주민센터,459693918.28125,9713.875,1,333738392.0,250989361.0,121,8,1,중구,17965,15311,16022
장충초등학교,178051220.5490196,7911.509803921569,6,202359082.0,136891358.0,174,13,2,중구,8453,7456,8387
중구회현체육센터(정화예술대남산캠퍼스),165829069.78125,5831.5625,1,285017387.0,231661366.0,116,6,5,중구,2817,2433,1725
청구역 1번,157979969.11267605,11536.577464788732,13,287025373.0,146820770.0,148,14,4,중구,19070,16100,21479
청구역 3번,301592587.62352943,12698.341176470589,17,468638910.0,349243810.0,198,15,3,중구,21119,18980,22788
충무초등학교,265032426.2083333,9770.111111111111,12,333834282.0,201060327.0,166,15,1,중구,12422,9133,13022
충정로역 6번,399250838.5428572,19464.342857142856,4,291433711.0,176129560.0,73,3,2,중구,22803,18936,15361
한양공고앞 교차로,293602944.9285714,12447.857142857143,2,206343484.0,93857021.0,64,4,1,중구,14987,14342,16322
황학동벼룩시장,72492371.0,1840.121951219512,3,45436743.0,32759991.0,83,3,1,중구,8713,6815,10203
황학코아루아파트,249582602.09210527,13996.894736842103,10,233516756.0,174659486.0,120,5,3,중구,12659,10240,15786
회현역 1번,165040759.625,12324.0625,2,16923406.0,8674709.0,23,0,0,중구,2715,2313,1928
구반포역,184813792.5844156,1955.7272727272727,6,18025157.0,15135016.0,250,6,5,서초구,1188,1148,379
남부터미널역 1번,255284833.15789476,12104.40350877193,9,639285988.0,486156351.0,167,21,3,서초구,29682,24149,37852
남태령역(서울전자고등학교),16324393.818181818,689.3636363636364,3,101718291.0,74691305.0,25,2,0,서초구,1266,1066,950
내방역 1번,118717451.8095238,1570.7619047619048,2,365959718.0,253502344.0,47,4,0,서초구,18456,14623,23028
내방역 4번,166611382.203125,7482.234375,6,541356050.0,395515707.0,149,14,1,서초구,16260,14824,17187
내방역 5번,173524499.90697673,3404.953488372093,1,357912638.0,252025631.0,62,4,1,서초구,7441,5982,9926
내방역 6번,51671470.0625,1152.3125,0,74596879.0,54741969.0,23,3,0,서초구,3240,2597,4241
내방역 8번,108410243.57692309,900.0,3,422151827.0,338118851.0,64,7,0,서초구,16440,13436,21548
더케이호텔(양재리본타워2단지아파트),322342033.8333333,10612.233333333334,7,139899042.0,110329475.0,71,3,1,서초구,4759,4030,4465
바우뫼공원,657485407.0833334,13901.638888888889,5,139127608.0,105969795.0,105,7,1,서초구,6351,5874,3844
반포4동주민센터(몽마르뜨공원),265181524.3555556,4696.733333333334,2,392811658.0,320978253.0,99,8,1,서초구,12246,10432,11943
방배노인종합복지관(이수중학교),89109882.66101696,4290.847457627118,4,453266652.0,311632340.0,69,9,1,서초구,8288,5469,12388
방배동사이길,255202743.75,12098.66304347826,8,56725210.0,37458356.0,106,5,1,서초구,3968,3994,3179
방배배수지체육공원,224155870.25,743.0,0,67793322.0,55444264.0,14,1,0,서초구,100,67,83
방배아이파크아파트,326156880.5934066,8813.131868131868,8,461922059.0,327957119.0,207,18,3,서초구,14369,11748,18958
방배역 1번,104190157.8181818,2077.318181818182,1,57033073.0,44772578.0,18,1,0,서초구,1834,1784,1083
방배역 2번(백석예술대학교),70979468.66666667,9665.75,1,28924209.0,20386521.0,12,0,0,서초구,680,616,548
방배역 3번,167768777.3902439,9553.731707317073,6,375388599.0,285552980.0,91,10,1,서초구,18928,15622,23951
방배초등학교,165427633.04385966,6990.491228070176,13,409663971.0,284359190.0,283,33,4,서초구,18857,16673,21771
방아다리근린공원(횃불트리니티신학대학원대학교),281036249.85,17190.55,3,51156840.0,42868840.0,26,1,0,서초구,1717,1631,1146
방현초등학교(방배119안전센터),946677094.3382353,14071.470588235294,8,612517503.0,425890532.0,165,8,5,서초구,20217,13270,22971
법제교육센터(버들어린이공원),248283444.1111111,7289.851851851852,8,261995937.0,207773190.0,148,16,3,서초구,10428,9367,10914
본마을노인복지센터(서초구립내곡도서관),24296120.09090909,1011.818181818182,1,86852811.0,58170116.0,17,1,0,서초구,368,362,225
삼성전자서울R&D(서울우면초등학교),183076743.1153846,20186.846153846152,4,36728109.0,29249015.0,30,9,1,서초구,842,603,606
서래초등학교,189210641.625,3361.7,2,236952603.0,194433737.0,61,5,0,서초구,3553,3322,3565
서문여고,74964098.925,5787.475,2,117201296.0,75567874.0,46,3,2,서초구,11713,10861,14003
서울나래학교(염곡어린이공원),46356970.25,2857.3,1,126931099.0,97457182.0,17,1,0,서초구,692,347,689
서울시인재개발원,152963986.1,10991.65,3,85221041.0,69472445.0,55,3,0,서초구,5400,4401,4100
서울프랑스학교,227906033.0425532,3426.063829787234,2,197697693.0,155732953.0,42,4,0,서초구,8986,6645,11365
서초동성당,186847235.17307693,6237.865384615385,4,253570723.0,202779621.0,73,8,1,서초구,12457,9931,13593
서초소방서,262008124.6111111,6033.777777777777,2,151095101.0,126168471.0,45,6,0,서초구,1750,1197,2510
서초우방유쉘아파트,53919462.55,2587.85,1,79559917.0,67316189.0,32,3,0,서초구,4026,3687,3130
서초중학교,112854241.08333331,4667.928571428572,6,359515484.0,289964341.0,105,13,1,서초구,12511,8386,16501
신중초등학교,72931089.359375,7733.171875,7,508359397.0,391328102.0,122,6,1,서초구,22831,17684,26054
양재근린공원(양재2동주민센터),98518144.75675675,6066.675675675676,3,175264960.0,140569907.0,76,2,0,서초구,9593,8507,7653
양재역 8번(양재동우체국),520791607.40789473,26439.986842105263,33,876740434.0,657831021.0,524,36,9,서초구,44666,39870,42383
언남고등학교,103171134.74358974,5526.4358974358975,1,108759970.0,72960347.0,48,3,0,서초구,3946,3094,3832
염곡동 구룡사(포이동성당),485474908.4150943,14998.783018867924,25,1172093424.0,895043190.0,377,31,4,서초구,42130,31221,50411
우면주공아파트,208374825.0517241,12794.793103448275,19,381934950.0,243038119.0,164,16,4,서초구,9246,7084,8916
이수역 5번,242677295.7204301,9357.043010752688,16,150711915.0,111050211.0,134,15,3,서초구,5393,5797,3579
잠원역,383878434.4814815,2476.0,4,173812439.0,142392638.0,57,2,2,서초구,2841,2608,2407
청계산원터골,758753498.9473684,14597.947368421052,2,24543421.0,15065999.0,38,3,1,서초구,0,0,0
청계산입구역 2번(내곡동주민센터),535968424.5,21851.8125,0,87820910.0,65330848.0,37,5,1,서초구,233,220,73
한국상담대학원대학교,671326986.5263158,7856.526315789473,1,46411277.0,38677343.0,22,3,0,서초구,2135,1469,2776
한전아트센터,69679443.65789473,4528.289473684211,2,86420436.0,69108438.0,54,8,1,서초구,13655,11549,13110
헌인가구단지,222138128.75,439.25,0,9624270.0,5812007.0,38,1,1,서초구,4,0,0
